adm1_name,anom_growing_ndvi,anom_precip,anom_prev_precip,anom_sm_profile,anom_sm_rootzone,anom_sm_shallow,anom_spring_sm_rootzone,anom_spring_sm_shallow,anom_summer_ndvi,anom_temp,anom_vpd,growing_mean_ndvi,lc_class,lc_name,prev_summer_precip,spring_sm_rootzone,spring_sm_shallow,summer_mean_ndvi,summer_precip,summer_sm_profile,summer_sm_rootzone,summer_sm_shallow,summer_temp,summer_vpd,year
Sachsen,-0.0294326451362465,-52.52168622284779,-42.63361046539629,-0.0079258704696078,-0.0104233000517608,-0.0120823804099962,0.0097431854380737,0.00041989134036331705,-0.0828848631028747,-1.4213161472167894,-0.087821042228837,0.6990061527339375,1,forest,226.33009717475144,0.3783273057802336,0.3466370144065879,0.6690706181990973,217.27830452667928,0.3265556661900713,0.3204110631992152,0.293522907826268,16.307096550147595,0.5676528270797124,2000
Sachsen-Anhalt,-0.0373554057152217,-17.244172826967404,-29.56164256755675,-0.0005573268678789635,-0.002199104335979,0.000455357366045602,0.00763221516779,0.0021730911574318,-0.0891541563396527,-1.7290976711156452,-0.1438629969464561,0.6905093545211406,1,forest,185.5053325302179,0.389291750482322,0.3643668759171257,0.6586627788786691,199.08867368607096,0.3462144091730569,0.3420299006454326,0.312693114615154,16.7669900296848,0.5887456507660056,2000
Schleswig-Holstein,-0.0432232287477228,-39.48466643466057,-53.82018548318672,-9.151639781211216e-05,-0.0021125194608707,0.0059207516833599,0.0076935783411827,0.0087307025877423,-0.0861118210338681,-1.805852971420756,-0.1116304669632074,0.7154049121466769,1,forest,189.54018274714943,0.2778185978917767,0.2558165834988279,0.7028700000000001,205.9432424713793,0.2383072999091838,0.2325326963865025,0.222815525877685,15.811952122113803,0.4739498075490853,2000
Thueringen,-0.0287094480783291,-0.2558466622378529,4.124684621107228,-0.0007034797231538204,-0.003233276701939,0.0104588234468081,0.0096317740766971,0.0064246421252587,-0.0710283453125668,-1.5602959460915429,-0.1191708126367051,0.7087076900599353,1,forest,259.80546204854994,0.3865617749192972,0.3645489854754739,0.6935497972886207,255.09783353608427,0.3432269840177648,0.3371459680156856,0.3274421426644449,15.59115238087919,0.4882097265838687,2000
Baden-Wuerttemberg,0.0068560619049598,40.68533648123431,1.2135080393043407,0.0096412953912571,0.0105688007879658,0.0153695954544992,0.006534119844938,0.0126182331068567,0.0116310582868119,-1.1964427825292716,-0.079539185673118,0.7625010123228115,2,grassland,399.2254976683914,0.4005678580447882,0.3912973727094347,0.785993775136563,437.13254075983207,0.3845573473333764,0.3832824563958836,0.3707501982166349,16.15491686651981,0.4754172602386184,2000
Bayern,0.0030042325531769,64.88953620653626,-1.5043157230011472,0.0107253075888232,0.0118116729663241,0.0102601179092164,0.0054172864886336,0.0103609557636513,0.00028902374611632645,-1.005662813064871,-0.04115885736079,0.7225056773508337,2,grassland,491.9868660393341,0.3960157847775263,0.3905478912833123,0.7557500989421513,559.419763484898,0.3932320679759252,0.3925950625571345,0.3759275920066682,15.061574693715068,0.4113297176960765,2000
Brandenburg,-0.0338924937143552,-9.275855988121924,-42.1623307870861,0.0009379018100892812,-0.0005734192928929043,0.0048342359615389,0.0061352801597616,-0.0008454248811434387,-0.0688788304324894,-1.7771587764208694,-0.1432138897787158,0.5622549163652802,2,grassland,176.46283860840074,0.3847666476314612,0.3577527091078141,0.5520331685126583,210.36319863764444,0.3423811167257446,0.3376676888000586,0.3112170615263185,17.1100400795484,0.5953675365065079,2000
Bremen,-0.0044803956043956,8.45810632162528,-64.48898108475612,5.2865101283106064e-05,-0.001783959894579,0.0159475014525929,0.0023707509962148,-0.0013075576107703,-0.0252986666666665,-1.6292447298020465,-0.0956404896289894,0.7335428571428572,2,grassland,193.8185714462577,0.3883734544779095,0.3626250662399164,0.7059500000000001,269.2681944375579,0.3548792897025434,0.3512969045285826,0.3476428582249576,15.982746345310376,0.4540980347072779,2000
Hessen,-0.0035315824175822,17.96916018181281,-5.432119386128704,0.0053549988011479,0.0032843099899018,0.0254874031085124,0.0084914259970971,0.0100876904012482,-0.030196,-1.5574181063981367,-0.1155844005992225,0.7093,2,grassland,292.68880414755927,0.3877347680733338,0.3611924597581797,0.6985833333333334,318.1309497361724,0.3494441144413461,0.3431614944157207,0.3388008756876846,14.638428083941657,0.3877809939174537,2000
Mecklenburg-Vorpommern,-0.0043895164835164,-5.471493188961528,-34.6637884337331,-0.002139556192102,-0.0034703086497853,0.0047911100987489,0.0012299644544007,-0.0042440099804861,-0.0201627246376812,-1.827808128953784,-0.1303807227652737,0.6388611801242238,2,grassland,188.3252596678989,0.3131284683619491,0.2825701499652828,0.6377202898550726,219.60286194916625,0.2730421390447867,0.2684012487626597,0.2423712806202307,16.632915269164993,0.5460167971106672,2000
Niedersachsen,-0.0126060989285181,-48.68858767444437,-50.0021008689935,-0.0025146419426693,-0.004431719521827,0.004402354942249,0.0040232112049304,0.0038442117033404,-0.0353671977636078,-1.5287808947671635,-0.0710964126178694,0.7310831131926019,2,grassland,233.3779690345781,0.3799037199568362,0.3527594134875655,0.7060393170686627,236.6744130674083,0.340836364463647,0.3361659089789348,0.3210728057568018,15.73652857322068,0.417834541039187,2000
Nordrhein-Westfalen,0.0103488681318681,37.7618017321153,-28.692548440627377,0.0111862129543892,0.0108830925117228,0.0324926616003293,0.0045590949488996,0.0092193565368652,-0.0041956666666666,-1.6643035738180505,-0.1446842591002389,0.4881357142857144,2,grassland,266.46697747500525,0.3874598492812654,0.3676305457540168,0.489575,334.32671636396094,0.3586937608379142,0.3552527338527009,0.3483887021259594,15.441996576908547,0.4085067765508547,2000
Rheinland-Pfalz,-0.007919164835165,42.833246243528905,-70.52075283401416,0.0130556181195523,0.0129391977946875,0.0321544623084393,0.0071948603374158,0.0126899825042578,0.0161053333333335,-1.6600658566874955,-0.1521480065426659,0.6683357142857141,2,grassland,184.65861159356223,0.3809966682880725,0.3648398331558975,0.6827666666666667,302.0464426284377,0.3519283097168,0.3480361816880238,0.3405914468434834,15.321156607733846,0.4229048935249353,2000
Sachsen,-0.0956541923076923,-58.6233856174314,-35.280047287892046,-0.0012871585714268,-0.00215447815625,-0.0168434408966547,0.0127158535873901,0.0046536979772341,-0.1117247704280155,-1.5038391732016296,-0.1147835848028923,0.3474099152306837,2,grassland,205.1466440776632,0.3451302224580556,0.3129650161902848,0.3445972114137484,182.6627705138456,0.2923262676392948,0.2876241749344967,0.2412633502462143,17.851804659546396,0.6727065629157868,2000
Sachsen-Anhalt,-0.015601751437242,-14.678223731942833,-22.40188506095632,-0.0007077872589065911,-0.0024084652556922,0.0021372110650591,0.0073352403874337,0.0027888787431173,-0.0548468522012578,-1.7286435181544662,-0.1382195047424658,0.5852667207792208,2,grassland,203.47094492466212,0.390743448261953,0.3647747893316246,0.5707342338479131,212.87614186726069,0.3475350878870186,0.3436429812917021,0.3136682856460133,16.591699367664166,0.5785074550131744,2000
Schleswig-Holstein,-0.0146515455680936,-88.84568200502085,-35.25040897734741,-0.0067185373887543,-0.0076655867025306,-0.0133247285343633,0.0048420173938646,-0.0011001191252173,-0.0494850485255693,-1.6222382017458412,-0.0651524424800812,0.7314364221724524,2,grassland,238.7824621139,0.3848460507858721,0.353923478259267,0.6933249720044792,187.3181974865537,0.3401177891011324,0.3373076319374659,0.3049135808802684,15.386120819397677,0.4166066040436298,2000
Thueringen,-0.0189294505494506,-13.40774913377328,-3.2028329538624405,-0.003617977500191,-0.0061866002880173,0.0048481364893942,0.0097528803674294,0.0079771458729478,-0.0590056666666666,-1.511038896795398,-0.1082326751052789,0.6616321428571429,2,grassland,273.7849600890456,0.3912961766984727,0.3722864911547698,0.6272000000000001,263.14688682609244,0.3491778158967772,0.3432081780929291,0.3361880886939264,15.544277906246949,0.4922548563763977,2000
Baden-Wuerttemberg,0.0100543151839605,8.808980752657181,24.23269242973907,0.0065603648687216,0.0058031250008338,0.0174276571678072,0.0108111391908233,0.0151927796516849,-0.0038929302455108,-1.4423393435316616,-0.127186828763274,0.6586898888613059,3,cropland,290.60211702229986,0.4213874477123844,0.4039861599572096,0.6505496361894579,273.62210217148737,0.3849681960121816,0.3811561985694754,0.3628078884236757,17.07238714055209,0.5710201806207823,2000
Bayern,0.005046312671348,5.9560794505300105,-5.727792892794182,0.0073833075015155,0.0066348234107867,0.016332805065298,0.0126814315150196,0.0155967820200144,-0.0177726982185771,-1.3365281370418094,-0.1034243687450486,0.6448642030183694,3,cropland,265.18998608781425,0.4046885988309111,0.3878308842882375,0.6345841600044078,277.5992387231024,0.3706806464554679,0.3668526817971446,0.3544305969157046,17.27340337223979,0.5977752548049141,2000
Berlin,-0.0348695806593405,-21.145688256688604,-42.16067876093798,-0.0044214552701807,-0.0056195464444261,-0.0043469531768105,0.0014443776282325,-0.0006470101023027595,-0.0743525933333333,-1.7405822442019554,-0.1415068542807105,0.5347532714285714,3,cropland,167.54200082810507,0.3468700002697451,0.3276290770051015,0.4921939333333334,189.99203598552396,0.3003220397078467,0.2967342616333955,0.2525897011058447,17.393356988966584,0.6424583509090016,2000
Brandenburg,-0.0154894448077154,-12.213439984265742,-43.286699985968994,-1.7280966846624145e-05,-0.001695721001665,0.0044138500158903,0.0052042261189154,-0.000916698811984154,-0.0509328656124203,-1.80924133284258,-0.1496645814156078,0.5964342697638254,3,cropland,172.61712316772451,0.3861274790160089,0.3623646781510845,0.5454032537650294,204.80099297150863,0.3436399659075718,0.3390546296047853,0.3111350035072171,17.105068000373,0.5956242850018203,2000
Hamburg,-0.0353583879907621,-37.556808361701286,-51.74887515046989,0.00022589130925936755,-0.0016374721254501,0.006331834518157,0.0080793504585314,0.0050879319084109,-0.0945329191685913,-1.829965451635312,-0.124129524299461,0.6048994391290003,3,cropland,194.7362182306877,0.4797252392037686,0.4541264003819646,0.5494331408775981,210.97059152608887,0.4444121178353892,0.4395265849694417,0.4261588922606956,16.19625507497686,0.4994932743911118,2000
Hessen,-0.0066394341455326,19.70805234263388,-4.623623625301205,0.0069761612228856,0.0050995087385415,0.0236441395718011,0.008907656932279,0.0079644757102731,-0.0273931057881033,-1.72034717588262,-0.1576152053696038,0.6243196606677919,3,cropland,220.73043166143523,0.385943642569058,0.3610358409414717,0.5907570416360683,246.24908299180552,0.3451340099380354,0.3401186384903609,0.3214198167702507,16.33565659481284,0.5045338091131581,2000
Mecklenburg-Vorpommern,-0.0014310506761318,0.0446410177628562,-24.661892924561936,-0.0007590284614674821,-0.0022927648551687,0.0090421355426408,0.0015266571897489,-0.0045941093837722,-0.0232522950568535,-1.843642076718177,-0.1175189023413264,0.6329477802770351,3,cropland,208.5952137824202,0.3582665364183567,0.3290500754261966,0.5896539427477583,233.6787430475073,0.3187471696700423,0.3136549159019264,0.2922984653205271,16.046373306448036,0.4798873894515737,2000
Niedersachsen,-0.0147857730652958,-14.685762796665855,-35.33089218957524,0.00016432333768332162,-0.0018630198210974,0.0079775753569698,0.0073181714285478,0.0068032758936251,-0.0513645662577202,-1.7126908542073758,-0.1273355628966385,0.6367865879734957,3,cropland,205.67180235452523,0.3641520030561769,0.3392500405636865,0.6061537715502153,228.37417904246985,0.3223823258619434,0.3166633830687294,0.3024585972870149,16.239237769909487,0.5032270938405318,2000
Nordrhein-Westfalen,-0.0069554595427345,14.542190989175465,-27.04927827522411,0.0060569021160572,0.0044420171053206,0.0226354357166478,0.0075223464412521,0.0108370588255538,-0.0336254302290005,-1.680809007395877,-0.144542293811715,0.6328110230427552,3,cropland,220.5362968967981,0.3458173559938827,0.3207558625094645,0.6020803317010401,263.34709564792746,0.3070136847194039,0.3010331284546333,0.2931823357796853,16.340104294331674,0.4913196228830177,2000
Rheinland-Pfalz,0.0067150495418864,34.83696837990288,-5.386976188324544,0.0211861326687698,0.0202198862236243,0.0430492515876104,0.0156565806797323,0.0223144570978999,0.0122883589812407,-1.7800632941174772,-0.1969014671818599,0.6132283640263123,3,cropland,199.10079854697435,0.3845005465533195,0.3710785175150148,0.6111168763454391,240.084605131976,0.3501577943843936,0.346802658288607,0.3238844116396581,16.726482597798693,0.531767526822135,2000
Saarland,0.0109648787185569,25.737981062159253,-10.803596262427924,0.0149719017844868,0.0142725764475956,0.0375261027150746,0.008215046203084,0.0217036410001344,0.027251560947921,-1.6237412011445942,-0.1684502150239766,0.6637487897585597,3,cropland,209.6191522853453,0.3849626668092565,0.3684032106183468,0.6579422023556122,247.56821262047117,0.3473319478216449,0.3433386643032215,0.3163088600919987,16.829171115275294,0.539943274514048,2000
Sachsen,-0.0180952434524519,-44.489687808134384,-33.82318177990954,-0.0059981450742354,-0.008016679382935,-0.0143508348262459,0.0108616914736334,-0.00016059108472177207,-0.0510245671279263,-1.483795011783576,-0.1036192408974157,0.590402332237591,3,cropland,206.3791531908076,0.3815086802602409,0.3477263745311187,0.5326856911870115,196.09234995887493,0.3289790751834927,0.3233130940575077,0.2880308992124838,17.124636835788827,0.6210759459875912,2000
Sachsen-Anhalt,-0.0170927373861243,-22.718177292876742,-27.041985786266217,-0.0009461053152212856,-0.0023217681697491,-0.004988701360673,0.0088260809739717,0.0019136214333918,-0.0511284990476373,-1.6950312647116363,-0.1396924590408718,0.5797296462379278,3,cropland,178.62787518989097,0.380856080197935,0.357366476203792,0.515807662531785,184.16527495714757,0.3372097385724009,0.3331651048738629,0.3006185773693963,17.103171794886276,0.6124467227459633,2000
Schleswig-Holstein,-0.0110193239498826,-48.68509089181191,-36.0745456913634,-0.0009392348838637364,-0.0023808550695871,0.0003924455546320502,0.0065020794823835,0.0065985572927066,-0.0381119211983332,-1.6917593272519167,-0.0788014283472623,0.637522110287154,3,cropland,209.6382215333739,0.3474639813114606,0.3205889427526157,0.5956980805140365,198.81916202329063,0.3047667635367157,0.299813022819531,0.2726927296449192,15.568005153259396,0.4453264220457347,2000
Thueringen,-0.0093971157392451,-6.615031078331876,1.0201469131407792,0.0046971892677841,0.0022910379050545,0.0065741268102957,0.0163696133612541,0.0057435715586017,-0.0354845867351394,-1.64866591633779,-0.1399499794699919,0.5909177222683867,3,cropland,217.17049540160093,0.3769568343947745,0.349810214567022,0.5440713939690356,210.1721500931704,0.3299059888323109,0.3245517373610698,0.2944370129646438,16.277133063087977,0.5263411376952147,2000
Baden-Wuerttemberg,-0.0220388497033339,-16.662730360699623,16.308582717397737,0.0029366259314491,0.0025581789542664,0.001038207543912,0.0132738073418229,0.0174195363985455,-0.00455017759805,-0.94169837553876,-0.0290503534078986,0.7499083289909738,1,forest,331.8462648975282,0.4200386852620563,0.4047976582754526,0.7967174962805862,296.42190822652725,0.3790676092341131,0.3765095136848559,0.3472395172530048,16.82102789967219,0.6096743421769111,2001
Bayern,-0.0219048496060121,-10.102865180940867,16.77775798837986,0.0028981728685614,0.0021031291833176,0.0006206079297050678,0.0126791751984432,0.0133772486037146,-0.0211567753781951,-1.0645477478709346,-0.0493731758087226,0.7248835966855263,1,forest,366.9961676348076,0.3881221682421417,0.3709902853060497,0.7624700938097725,340.4209025500536,0.3525709377276983,0.3489602726524531,0.3253607102751833,16.25683092858614,0.5440448066275949,2001
Berlin,-0.0398407129022206,-1.1908740403399491,-24.699187972533466,0.0110257316623344,0.0099493457096675,0.0290254483079356,0.0054089341938165,0.0273588077185943,-0.0474680783868934,-1.2244352374629248,-0.1664327714396883,0.6571589733895593,1,forest,186.78546394593232,0.3601009626028117,0.3637922228891039,0.6819062444864523,211.45761981497492,0.3282492959492155,0.3246426104772044,0.3059573993555826,18.050945897606145,0.6271831358527316,2001
Brandenburg,-0.026118651687296,-2.12216526878335,-15.710170814616172,0.0122758505184069,0.0112678473800103,0.0259510943513705,0.0088011649953176,0.0237203370241354,-0.037546492401166,-1.1867365133686971,-0.1575472484472257,0.6851793675028917,1,forest,200.77951574397773,0.378767143484904,0.3765185409011096,0.6908367139137275,215.05009424792988,0.3456929241148797,0.3417990979772762,0.3247897615792418,17.951406260662235,0.6166498944412979,2001
Hamburg,-0.0285384175824175,68.68358606337921,-40.85978020639772,0.0193107812866826,0.0181564448567417,0.0458717246517058,0.0138114317033738,0.0166961236358971,-0.0318966666666665,-0.9617206126752044,-0.1127703585518439,0.7288000000000001,1,forest,220.50515770965265,0.3896345200350635,0.3698076243611362,0.7501500000000001,331.56863375544174,0.3636399382180169,0.3587072605283457,0.3676769453707276,16.73971571426667,0.480472387533815,2001
Hessen,-0.0199379273212189,-27.21296833910037,21.49504689259315,0.0027126196518858,0.0013428987353666,-0.0064858474686696,0.0189505939395148,0.0196554224855079,-0.0219892038272093,-0.8087087145399001,-0.0354834458336536,0.7297239307247593,1,forest,255.57300192652716,0.3968253958196487,0.3740489793083314,0.7571025929214641,207.81173446837525,0.3418133532974708,0.3373009893770079,0.2951622843309247,16.979376836853017,0.6140044202829347,2001
Mecklenburg-Vorpommern,-0.0203734138476325,13.909845179698214,-1.5946133809384746,0.0117569153451511,0.0104379919792083,0.0254245134059947,0.0122398032003355,0.0159774014661446,-0.0155165433187449,-0.9413914664156658,-0.1118726358064524,0.70778663003663,1,forest,225.18734701321196,0.3445810680714166,0.3250619422969678,0.7362192871295754,241.6713446618824,0.3084660201120186,0.3036623293625999,0.2893472603145269,17.179607337860883,0.5156359266339211,2001
Niedersachsen,-0.0347466812755787,16.491799515808328,-20.175259746073475,0.0111831388160033,0.0094069734592857,0.0262596077902594,0.0143354731021183,0.0167535047010946,-0.0442820120464491,-0.9415864804565648,-0.0981275389030011,0.7050702985279172,1,forest,222.37891938323943,0.3307452660203842,0.3092695037168223,0.7230753574262312,261.0994995219444,0.2927796208399891,0.2871344491361207,0.2817725361613107,16.825237105156948,0.5449531934716398,2001
Nordrhein-Westfalen,-0.0354969253135531,-34.2501638046351,25.665025516005,0.0030067332296688,0.0019011061458183,-0.0010932976903413,0.015959134660291,0.0193309991544295,-0.0337928974844881,-0.7151472131715834,-0.031736074793849,0.7107344185920753,1,forest,315.94561805205615,0.3933763716891694,0.3718038070604307,0.7436139565567339,257.8961237616945,0.3454346566348253,0.3408375041275788,0.3143680436372232,16.138668586422664,0.5081140849594592,2001
Rheinland-Pfalz,-0.0163769099170496,-24.416268636070708,34.896336849692766,0.0020464665261049,0.000775488091241362,-0.013044005464692,0.0225511851475437,0.0236457022489577,-0.0162352523726138,-0.7718019320868555,-0.0249420185735887,0.7453471704906202,1,forest,270.6309068238676,0.3924922599418054,0.3698712930176029,0.7786938040008361,212.67750643019795,0.3318085916772065,0.32741154695473,0.2738502162204599,17.05289013531375,0.6306628985103709,2001
Saarland,-0.023717527633029,-14.217572991820498,38.80219485635472,-0.001056047596278,-0.0025458494764377,-0.0103065363524439,0.0184043835112226,0.0254311126119668,-0.025064011468138,-0.81000791172955,-0.0291590758210091,0.7351056175567374,1,forest,269.8446077638934,0.3974222725996656,0.3762897384285117,0.7711497971437846,218.08151734576265,0.3357512937312793,0.330799461915204,0.2796473090632084,17.287251264993586,0.6566223333289066,2001
Sachsen,-0.0511073338644819,1.6367320689481812,-51.68540311346836,0.0139179822408995,0.0140559721205105,0.0271879649138886,0.0075290519472796,0.0231981209728233,-0.0584333658351152,-1.3413192679251276,-0.1525294237124271,0.6773314640057019,1,forest,217.27830452667928,0.3761131722894398,0.3694152440390478,0.693522115466857,271.4367228184752,0.3483995189005787,0.3448903353714865,0.3327932531501528,16.38709342943926,0.5029444455961221,2001
Sachsen-Anhalt,-0.0204582111615278,13.000846838662964,-15.978301411703637,0.016632204428063,0.0151741925831342,0.0320664793083774,0.0148093937380363,0.0214237637076767,-0.037877831573551,-1.1407780922370867,-0.1391302041111425,0.7074065490748345,1,forest,199.08867368607096,0.3964689290525683,0.3836175484673706,0.7099391036447705,229.3336933517012,0.363403940468999,0.3594031975645458,0.3443042365574859,17.35530960856336,0.5934784436013192,2001
Schleswig-Holstein,-0.0461143441029558,43.9284162806514,-37.417125758956864,0.0126067524881096,0.0110461195804817,0.0354669525117627,0.0097469800516339,0.0140423407637192,-0.0349414823529411,-0.9250640060940925,-0.1086709919048025,0.712513796791444,1,forest,205.9432424713793,0.2798719996022279,0.2611282216748049,0.754040338680927,289.3563251866912,0.2510055687951057,0.2456913354278551,0.2523617267060879,16.692741087440467,0.4769092826074901,2001
Thueringen,-0.0217428373972709,-11.91098271887517,-0.5829438913588018,0.0040215507089797,0.0035457002249644,0.001275365981344,0.0110561681017223,0.0118139106631896,-0.0370781924382234,-1.0133174519629902,-0.0732021242314704,0.7156743007409935,1,forest,255.09783353608427,0.3879861689443226,0.3699382540134048,0.7274999501629641,243.4426974794473,0.3479520144498982,0.343924944942589,0.318258685198981,16.13813087500774,0.5341784149891038,2001
Baden-Wuerttemberg,-0.0099705928287451,-10.047371935939152,39.12055113074503,0.0076049526071993,0.0081396970540858,0.0077681486109893,0.0147083697882849,0.0137781452503508,0.0100159253256497,-1.0550457417570125,-0.0441523625900088,0.7456743575891064,2,grassland,437.13254075983207,0.408742107988135,0.3924572848529288,0.7843786421754008,386.3998323426584,0.3825210045493187,0.3808533526620035,0.3631487513731252,16.296313907292067,0.5108040833217273,2001
Bayern,-0.0130023039085858,4.809609209491731,65.9285817225624,0.0069681888645552,0.0077127887847351,0.0045221630759021,0.0121056657725617,0.0088501904889385,0.0055317676801302,-1.0750054981267,-0.0396296567008061,0.7064991408890711,2,grassland,559.419763484898,0.4027041640614546,0.3890371260085997,0.7609928428761653,499.3398364878537,0.3894749492516572,0.3884961783755455,0.3701896371733539,14.992232008653248,0.4128589183560606,2001
Brandenburg,-0.0156936886823619,3.636089429279913,-8.26197075784238,0.0142770147599072,0.0130904543424539,0.0295273944127797,0.0113203227560011,0.0203982598391504,-0.0177614781118143,-1.189870232850311,-0.1576023123087873,0.5804537213972737,2,grassland,210.36319863764444,0.3899516902277005,0.378996393828108,0.6031505208333334,223.27514405504635,0.3557202296755626,0.3513315624354054,0.3359102199775594,17.69732862311896,0.5809791139764365,2001
Bremen,0.0070767472527473,35.26268327474014,10.960641906544083,0.0148442733413037,0.013860464110927,0.032167244203629,0.0139490698347922,0.0186183339874377,-0.001932,-0.7874153173029619,-0.0714912036236021,0.7451000000000001,2,grassland,269.2681944375579,0.399951773316487,0.3825509578381245,0.7293166666666666,296.0727713906728,0.3696706979425641,0.3669413285340887,0.3638626009759937,16.82457575780946,0.4782473207126651,2001
Hessen,-0.0162315824175821,-26.035656986242373,20.010026202484426,0.003561471348801,0.0018424498501758,0.0025673749962445,0.0171975344640807,0.0192646637464224,-0.0082626666666667,-0.7657646384928452,-0.037641805069901,0.6966000000000001,2,grassland,318.1309497361724,0.3964408765403173,0.370369433103354,0.7205166666666667,274.1261325681172,0.3476505869889991,0.3417196342759947,0.3158808475754167,15.430081551846948,0.4657235894467752,2001
